Student_ID,Student_name,Age,Gender,Grade,School,SocialCategory,Area,Attendance_percentage,SocialEconomic status,distance_to_school,previous_year_result,scholarship_status,dropout_score,dropout,DropoutReason
S1029,Vikram Singh,16,female,10,government,general,rural,87.9,Medium,2.72,fail,no,20.87009058,yes,Child Labour
S0299,Sneha Singh,14,female,8,private aided,OBC,urban,67.2,Low,0.31,pass,no,16.72812612,no,
S0848,Neha Iyer,14,male,8,private unaided,SC,urban,82.8,Medium,0.69,pass,no,15.10785973,no,
S0576,Neha Patel,15,male,9,private aided,OBC,rural,75.3,Low,2.92,pass,no,19.9144165,yes,Child Labour
S0843,Divya Reddy,14,female,8,private unaided,general,rural,95,Low,3.83,fail,no,23.04665723,yes,Child Labour
S0599,Neha Kumar,16,male,10,private unaided,OBC,rural,75.5,Low,0.89,fail,no,24.75622174,yes,Lack of Interest
S0388,Anjali Reddy,16,female,10,private unaided,ST,rural,68.5,Medium,0.27,pass,no,15.47244435,no,
S0376,Sonal Reddy,14,female,8,private aided,OBC,rural,57,High,0.78,fail,no,23.56250877,yes,Lack of Interest
S1519,Manish Das,14,male,8,private unaided,SC,urban,84.1,Medium,2.93,pass,yes,15.52705209,no,
S0561,Riya Kumar,15,male,9,private unaided,ST,rural,66.9,Low,0.9,pass,no,19.84928426,yes,Financial Issues
S1423,Sneha Singh,15,female,9,government,general,rural,73.5,Low,1.75,pass,yes,17.85693925,no,
S0121,Karan Singh,15,male,9,private unaided,OBC,urban,64.4,Medium,1.43,pass,yes,16.17862279,no,
S1555,Divya Singh,16,male,10,private unaided,OBC,urban,96.1,Low,0.66,pass,no,13.89862268,no,
S0483,Arjun Iyer,16,male,10,government,SC,rural,74.6,High,1.94,pass,no,11.64789303,no,
S1728,Siddharth Kumar,16,female,10,private unaided,OBC,urban,70.3,Low,2.63,pass,yes,19.14610869,yes,Lack of Interest
S0272,Karan Patel,14,male,8,private unaided,OBC,urban,75.4,Medium,2.41,pass,no,17.13943583,no,
S1285,Riya Singh,15,male,9,private unaided,SC,rural,89.8,Medium,5.9,pass,no,20.29170466,yes,Lack of Interest
S1364,Riya Patel,14,male,8,government,SC,rural,71.7,Low,3.91,fail,no,22.94473267,yes,Financial Issues
S0721,Sneha Iyer,14,female,8,private unaided,OBC,rural,95.1,Low,2.5,pass,no,12.80640272,no,
S1829,Aarav Joseph,14,female,8,private unaided,general,rural,80.3,Medium,1.39,pass,no,10.56646066,no,
S1772,Kavya Patel,16,female,10,government,OBC,urban,67.8,High,2.46,pass,no,12.90763529,no,
S1306,Priya Singh,16,female,10,government,OBC,urban,91.8,Low,0.07,fail,no,23.40894849,yes,Financial Issues
S0970,Karan Patel,15,male,9,government,OBC,urban,66.9,Low,0.54,pass,no,20.32413008,yes,Household Work
S1862,Maya Singh,16,female,10,private aided,general,rural,63.7,Medium,3.46,pass,no,13.21519086,no,
S0291,Aditya Joseph,14,female,8,private aided,general,rural,75.9,High,3.54,pass,no,13.69156171,no,
S0440,Arjun Gupta,15,male,9,private unaided,OBC,rural,77.2,Medium,0.97,pass,no,16.93419891,no,
S0311,Anjali Reddy,15,male,9,private unaided,OBC,urban,55.5,Low,0.18,pass,no,22.21428424,yes,Financial Issues
S1611,Siddharth Kumar,16,female,10,private aided,ST,rural,61.7,Low,1.88,pass,no,15.56720077,no,
S0943,Ishaan Singh,15,female,9,government,general,urban,62.3,High,3.2,fail,no,20.7596565,yes,Lack of Interest
S1874,Pooja Kumar,14,male,8,private aided,OBC,rural,80.7,Medium,2.76,pass,no,12.3658025,no,
S0051,Aditya Iyer,15,female,9,private aided,OBC,rural,65.3,High,10.62,pass,no,20.18626,yes,Lack of Interest
S1699,Kavya Gupta,14,female,8,government,general,urban,80.8,Medium,0.67,pass,no,10.01848238,no,
S0424,Riya Kumar,15,female,9,government,SC,urban,65.7,Medium,3.69,pass,no,18.7586114,yes,Lack of Interest
S1158,Karan Gupta,16,female,10,private unaided,general,rural,68.9,Low,2.75,pass,no,16.68506061,no,
S1924,Priya Das,16,male,10,private unaided,OBC,urban,70.2,Low,1.55,pass,no,16.54041131,no,
S1295,Rahul Reddy,16,male,10,private aided,general,rural,83.2,Low,5.42,pass,no,13.3783158,no,
S1649,Rahul Gupta,16,male,10,private unaided,SC,rural,72.7,Medium,13.03,pass,no,20.36691218,yes,Financial Issues
S1826,Maya Iyer,14,male,8,private aided,ST,urban,86.3,Low,1.04,pass,no,12.05973885,no,
S0541,Divya Joseph,14,male,8,private unaided,general,urban,57.6,Medium,0.27,pass,no,17.06150383,no,
S1118,Karan Joseph,14,male,8,government,OBC,rural,73.2,Low,2.31,pass,no,11.27332978,no,
S1604,Kavya Kumar,16,male,10,private aided,OBC,urban,94.5,Medium,1.55,pass,no,18.41634711,yes,Household Work
S1507,Siddharth Joseph,15,female,9,government,general,rural,85.2,Medium,6.75,pass,no,15.48962231,no,
S0309,Sneha Das,16,female,10,government,general,urban,67,Low,0.59,pass,no,13.18991003,no,
S0550,Kavya Iyer,16,male,10,private aided,SC,rural,66.7,High,2.11,pass,no,12.08838238,no,
S0962,Divya Das,14,female,8,private aided,SC,rural,74.7,Medium,0.54,pass,no,9.048378161,no,
S0740,Siddharth Reddy,14,female,8,government,OBC,rural,81.1,Medium,2.37,pass,yes,12.75506358,no,
S0968,Divya Reddy,14,female,8,private aided,SC,rural,58.8,Medium,2.88,fail,no,24.86666601,yes,Early Marriage
S0021,Priya Reddy,16,male,10,government,SC,urban,84.9,Medium,0.56,pass,yes,9.045877823,no,
S0409,Neha Gupta,15,female,9,private aided,general,rural,68.7,Low,1.2,pass,no,14.46861666,no,
S1470,Ishaan Patel,16,male,10,government,OBC,urban,48,Low,0.1,pass,yes,25.31121048,yes,
S1138,Aarav Kumar,15,male,9,private unaided,general,rural,71.3,Low,11.8,pass,yes,22.61618346,yes,Household Work
S1784,Ananya Patel,15,male,9,government,OBC,urban,54,High,0.09,pass,no,18.30094482,yes,Financial Issues
S1590,Neha Joseph,14,male,8,private unaided,ST,urban,67.4,Medium,1.94,pass,no,12.89907979,no,
S1836,Aarav Naik,14,male,8,private unaided,SC,rural,66.5,Medium,4.02,pass,no,10.00606454,no,
S1950,Neha Patel,16,male,10,private unaided,general,urban,97.8,Low,1.22,pass,no,11.81796486,no,
S1467,Pooja Joseph,15,female,9,private unaided,OBC,urban,74.5,Medium,0.1,pass,no,15.9941845,no,
S0591,Arjun Reddy,15,male,9,private unaided,OBC,rural,95.8,Low,0.34,fail,no,23.01617835,yes,Financial Issues
S0296,Aarav Sharma,16,female,10,private aided,SC,urban,97.9,Medium,6.46,pass,no,12.45969637,no,
S0964,Arjun Reddy,15,male,9,private unaided,OBC,urban,89.3,High,0.11,pass,no,15.00410784,no,
S0917,Ananya Naik,14,male,8,private aided,ST,urban,72.8,Medium,0.08,pass,no,11.24437096,no,
S0132,Rahul Gupta,15,female,9,government,OBC,rural,82.8,High,1.65,fail,yes,20.93892944,yes,Early Marriage
S1957,Arjun Gupta,16,male,10,private unaided,general,rural,86.7,Medium,0.32,pass,no,11.71312683,no,
S1905,Sneha Patel,15,male,9,private unaided,SC,rural,100,Medium,8.22,pass,no,16.90938151,no,
S1400,Kavya Das,15,female,9,government,OBC,urban,100,Medium,0.69,pass,no,16.80313805,no,
S1182,Sneha Joseph,15,male,9,private unaided,general,rural,82.2,Medium,2.45,pass,no,16.43567926,no,
S1296,Riya Iyer,15,female,9,private unaided,general,urban,61.2,Low,2.83,pass,yes,18.90672191,yes,Early Marriage
S0613,Vikram Sharma,16,female,10,private unaided,OBC,urban,80.9,High,0.3,fail,no,21.63524784,yes,Migration
S1548,Rahul Kumar,16,male,10,private aided,OBC,urban,79.1,Low,2.27,pass,no,16.01537009,no,
S1959,Sneha Joseph,16,female,10,private aided,OBC,urban,88.8,Medium,0.79,pass,no,13.99921162,no,
S0624,Kavya Patel,15,female,9,private aided,general,urban,80.7,Low,0.11,pass,no,14.92996215,no,
S1409,Karan Singh,14,female,8,private aided,general,rural,75.3,Medium,0.23,pass,no,9.441311872,no,
S1856,Pooja Singh,15,female,9,private unaided,general,urban,45.1,Medium,8.13,pass,no,39.24509989,yes,Household Work
S0039,Manish Patel,15,female,9,private aided,SC,urban,69.2,High,0.56,pass,no,16.9932775,no,
S1976,Karan Gupta,16,female,10,private unaided,general,rural,64.5,Low,3.45,pass,yes,15.699989,no,
S1221,Neha Naik,14,female,8,private unaided,SC,urban,59.9,High,0.33,pass,yes,7.627368804,no,
S1810,Anjali Joseph,14,female,8,private unaided,OBC,rural,93.3,High,3.43,pass,no,12.35289334,no,
S1487,Kavya Reddy,16,male,10,private unaided,SC,rural,91.8,Low,0.74,pass,no,15.69219163,no,
S1690,Divya Gupta,15,female,9,private unaided,general,rural,82.2,Low,4.3,pass,no,19.53886205,yes,Child Labour
S0443,Siddharth Naik,16,male,10,private unaided,general,urban,88.8,Medium,0.17,pass,no,7.79637636,no,
S1700,Divya Joseph,15,female,9,government,general,urban,56.4,Medium,2.6,fail,yes,24.56403114,yes,Other
S0422,Sonal Naik,14,female,8,private unaided,ST,urban,72.8,Medium,1.12,pass,yes,14.20515479,no,
S1303,Neha Kumar,16,male,10,government,OBC,urban,76,Medium,1.85,pass,no,14.90149329,no,
S0781,Manish Naik,14,female,8,private unaided,OBC,rural,74.8,Medium,0.46,pass,no,14.57207656,no,
S1171,Arjun Iyer,14,male,8,private aided,OBC,urban,79.7,Low,0.14,pass,no,13.27216532,no,
S0366,Neha Iyer,16,male,10,private unaided,OBC,urban,73.5,Medium,2.74,pass,no,15.17516964,no,
S1749,Aditya Kumar,14,female,8,private unaided,general,urban,66.5,High,6.96,pass,no,16.84179765,no,
S0752,Anjali Naik,14,male,8,private aided,OBC,rural,84.8,Medium,5.79,pass,yes,11.02825573,no,
S0751,Siddharth Reddy,15,male,9,private aided,ST,urban,74.7,High,1.4,pass,no,9.675260436,no,
S0471,Sneha Sharma,14,female,8,private aided,OBC,rural,78.2,Medium,1.06,pass,no,10.62871388,no,
S0559,Sneha Das,16,male,10,private aided,general,rural,77.4,Low,6.37,pass,no,18.18957837,yes,Financial Issues
S0338,Maya Singh,15,female,9,private aided,SC,rural,48.5,Low,3.92,pass,no,31.96714264,yes,Other
S0015,Karan Patel,16,female,10,government,OBC,urban,68.5,Medium,1.4,fail,yes,22.93867931,yes,Early Marriage
S0236,Kavya Joseph,15,male,9,private aided,general,urban,91.2,High,2.77,pass,no,14.71855607,no,
S1815,Maya Reddy,15,male,9,private unaided,OBC,rural,78.4,Medium,7.57,fail,no,27.41422776,yes,Early Marriage
S1624,Aarav Patel,15,male,9,private unaided,general,urban,67,Low,3.59,pass,no,14.09796303,no,
S1808,Ananya Patel,14,male,8,private aided,OBC,urban,80.4,High,1.69,pass,no,11.39220298,no,
S1136,Manish Das,16,female,10,private aided,SC,urban,66.1,Medium,0.1,pass,yes,10.54418032,no,
S1146,Pooja Iyer,15,female,9,private unaided,OBC,rural,72.7,Low,2.59,fail,yes,27.06573829,yes,Early Marriage
S0875,Riya Gupta,16,male,10,private unaided,SC,urban,97.6,High,0.31,pass,no,12.04096928,no,
S1492,Rahul Singh,16,female,10,private unaided,SC,rural,87.9,Low,3.46,pass,yes,19.068161,yes,Other
S0489,Priya Joseph,14,male,8,government,general,urban,77,Medium,1.4,pass,yes,7.558226425,no,
S0470,Kavya Das,14,male,8,private unaided,OBC,urban,77.4,Medium,1.47,pass,no,15.79917933,no,
S1240,Kavya Naik,15,female,9,private aided,general,rural,71.8,Medium,7.42,pass,no,16.63053654,no,
S0120,Sneha Gupta,14,male,8,government,OBC,rural,60.1,Low,4.76,pass,yes,17.64631637,no,
S0371,Anjali Reddy,14,female,8,private unaided,OBC,rural,62.9,Medium,3.08,pass,no,14.67268096,no,
S1493,Vikram Kumar,16,female,10,government,OBC,urban,62.6,Medium,0.96,pass,no,9.077027298,no,
S0336,Siddharth Iyer,16,female,10,private unaided,general,urban,95.1,Medium,3.45,pass,no,16.21922398,no,
S1774,Pooja Sharma,14,female,8,private aided,general,urban,66.5,Low,4,pass,yes,14.98560468,no,
S1232,Aarav Joseph,15,female,9,private aided,SC,rural,100,Medium,12.67,fail,no,28.64077877,yes,Child Labour
S1639,Aarav Singh,16,male,10,private unaided,general,urban,68.2,Medium,1.41,pass,no,13.80804419,no,
S0963,Arjun Sharma,14,male,8,private unaided,SC,rural,60.9,Medium,4.64,pass,no,13.89913924,no,
S1693,Rahul Singh,14,female,8,private unaided,SC,urban,79,Medium,2.56,pass,no,13.48635595,no,
S0664,Manish Singh,15,male,9,private unaided,SC,urban,75.2,High,0.68,pass,no,12.89446806,no,
S0485,Priya Joseph,15,male,9,private unaided,SC,urban,86.8,Low,4.34,pass,no,19.20939943,yes,Financial Issues
S1863,Ananya Iyer,15,female,9,private aided,OBC,rural,88.2,High,5.6,pass,no,14.8450952,no,
S0513,Riya Iyer,14,female,8,government,general,urban,83.2,High,0.47,fail,yes,19.01065661,yes,Lack of Interest
S1729,Ananya Das,15,male,9,government,ST,urban,73.9,High,0.28,pass,no,14.07178924,no,
S1616,Ishaan Gupta,16,female,10,private aided,OBC,urban,80.8,Medium,0.37,pass,yes,10.21587489,no,
S0069,Aditya Singh,15,male,9,private aided,general,rural,75.7,Medium,0.21,pass,no,7.219549501,no,
S1122,Ishaan Iyer,14,female,8,government,ST,urban,70.3,Low,1.92,pass,yes,12.77669798,no,
S0285,Divya Iyer,16,male,10,government,OBC,urban,65.9,Medium,0.03,pass,no,10.13190848,no,
S1282,Rahul Singh,15,male,9,private aided,ST,urban,70,Medium,0.11,pass,yes,12.90195849,no,
S0022,Karan Reddy,14,female,8,private aided,OBC,urban,60.3,Medium,1.1,fail,no,22.18391171,yes,Lack of Interest
S0509,Priya Patel,16,male,10,government,ST,rural,68.8,Low,7.62,pass,no,15.32017854,no,
S1532,Siddharth Reddy,14,male,8,private unaided,OBC,urban,93.8,Low,0.74,pass,no,20.44334661,yes,Child Labour
S0026,Arjun Joseph,15,male,9,private aided,OBC,urban,77.1,Low,0.33,pass,no,13.51553014,no,
S0234,Arjun Iyer,16,female,10,private unaided,ST,urban,69.4,Medium,0.24,pass,yes,11.82350263,no,
S1949,Maya Gupta,15,male,9,private unaided,OBC,rural,95.3,Low,8.42,pass,no,22.23280732,yes,Financial Issues
S0684,Maya Sharma,16,female,10,government,general,urban,56.2,Medium,0.48,fail,no,24.00339542,yes,Lack of Interest
S0747,Divya Das,16,female,10,private unaided,general,rural,72.9,High,0.76,pass,no,10.25880284,no,
S0557,Anjali Sharma,14,male,8,private unaided,SC,urban,82.7,Low,0.21,pass,no,16.96806029,no,
S1853,Ananya Joseph,14,female,8,private unaided,general,rural,67.5,Medium,0.78,pass,no,8.95492937,no,
S1798,Kavya Gupta,16,male,10,government,general,rural,97,Low,1.37,pass,yes,13.22291172,no,
S0262,Maya Reddy,16,female,10,private unaided,OBC,urban,73.9,Medium,0.41,pass,no,10.90978709,no,
S1722,Kavya Das,14,female,8,government,OBC,urban,71,Low,1.42,fail,no,25.76871742,yes,Other
S0478,Sonal Singh,15,male,9,government,general,urban,92.4,Low,2.01,pass,yes,12.42354589,no,
S0357,Ananya Singh,15,male,9,government,general,urban,78.4,High,1.06,pass,no,8.655465616,no,
S1209,Riya Das,16,male,10,private unaided,general,urban,76.2,Low,0.64,pass,yes,15.57788922,no,
S0412,Kavya Reddy,15,female,9,private unaided,general,urban,82.3,Medium,0.79,pass,no,15.45023126,no,
S1813,Karan Patel,16,male,10,private unaided,OBC,urban,62.4,High,1.47,pass,no,16.05845795,no,
S0765,Karan Patel,15,female,9,private aided,OBC,urban,76.8,Medium,6.17,pass,no,18.06098733,no,
S1913,Sonal Sharma,14,female,8,private unaided,general,rural,81.1,Low,7.05,pass,yes,18.36707506,yes,Lack of Interest
S1942,Maya Iyer,15,female,9,government,OBC,urban,65.3,Low,0.31,pass,no,14.08463468,no,
S1181,Aditya Singh,15,female,9,private aided,general,urban,75,Medium,0.85,pass,no,13.34189473,no,
S1337,Kavya Joseph,14,male,8,government,SC,urban,89.5,Low,3.55,pass,yes,13.43584798,no,
S0828,Sneha Sharma,14,male,8,private unaided,OBC,rural,83.8,High,4.27,pass,no,14.46437965,no,
S0728,Sonal Joseph,14,male,8,private unaided,SC,urban,89.8,Low,2.38,pass,no,12.95423316,no,
S1676,Manish Joseph,15,female,9,private unaided,ST,rural,62.3,Low,7.11,pass,yes,22.83186411,yes,Child Labour
S1411,Sonal Gupta,16,male,10,private unaided,OBC,urban,69.1,High,1.6,pass,yes,12.09862456,no,
S0737,Anjali Joseph,15,male,9,private unaided,OBC,rural,65.6,High,0.37,pass,no,14.88921675,no,
S0097,Siddharth Kumar,15,female,9,private unaided,OBC,urban,97.4,Medium,1.58,pass,yes,17.81410569,no,
S1208,Arjun Iyer,15,female,9,private aided,OBC,rural,82.1,Medium,1.23,pass,no,15.52568026,no,
S0594,Anjali Kumar,15,female,9,private aided,OBC,urban,69.2,High,0.37,pass,no,12.88235154,no,
S0819,Rahul Kumar,14,female,8,government,ST,urban,62.5,Low,0.87,pass,no,11.8877576,no,
S0038,Ananya Singh,14,female,8,private aided,general,urban,71.3,Medium,1.46,pass,no,12.23424178,no,
S0391,Arjun Patel,16,male,10,private unaided,OBC,urban,90,Low,0.25,pass,no,14.97555851,no,
S0397,Ishaan Reddy,15,female,9,private unaided,general,urban,83.7,High,0.03,pass,yes,14.09858864,no,
S0184,Kavya Das,15,female,9,private unaided,OBC,urban,72.6,Medium,0.84,pass,no,16.23527554,no,
S0123,Siddharth Singh,15,male,9,private unaided,general,urban,75.7,Medium,3.15,pass,no,15.68639398,no,
S0294,Pooja Joseph,14,female,8,private unaided,general,urban,72.7,Medium,0.68,pass,no,11.63212098,no,
S1821,Riya Naik,15,male,9,government,general,rural,62.1,Medium,3.18,pass,no,14.22126326,no,
S0558,Aarav Patel,15,female,9,private unaided,OBC,urban,90.9,Low,0.05,pass,no,16.52525703,no,
S1655,Aarav Reddy,16,female,10,private aided,general,urban,64.3,Medium,0.5,fail,no,17.69826379,no,
S1310,Maya Patel,14,female,8,private aided,general,urban,78,High,1.07,pass,no,6.890888071,no,
S1670,Karan Reddy,15,male,9,private aided,OBC,urban,84.3,Medium,1.29,pass,no,12.36641584,no,
S0312,Karan Gupta,15,male,9,private aided,general,urban,75.6,Low,1.41,pass,no,13.03907676,no,
S1734,Sonal Kumar,14,male,8,government,OBC,rural,83.3,Medium,2.06,pass,yes,15.11275303,no,
S0877,Karan Patel,14,male,8,private aided,OBC,urban,76.7,Low,0.53,fail,no,19.10568317,yes,Lack of Interest
S0449,Kavya Das,14,female,8,private unaided,ST,urban,82.5,Medium,0.67,pass,no,13.58803374,no,
S1274,Ananya Das,14,female,8,private aided,OBC,rural,56.2,Low,5.69,pass,no,22.9199891,yes,Early Marriage
S1702,Vikram Singh,15,female,9,private aided,general,urban,90.9,Medium,0.68,pass,no,10.39033929,no,
S0837,Riya Gupta,16,female,10,private aided,SC,urban,84,High,1.52,fail,yes,21.19176719,yes,Health Issues
S0276,Sneha Naik,16,female,10,private aided,general,urban,72.3,Low,2.07,pass,no,14.65381619,no,
S0142,Rahul Joseph,14,male,8,private unaided,SC,urban,67.2,Low,1.52,fail,no,23.83182654,yes,Household Work
S1653,Riya Kumar,15,male,9,private unaided,ST,urban,85.4,High,4.41,pass,no,18.41567993,yes,Financial Issues
S1845,Kavya Sharma,15,male,9,private aided,general,urban,64,Low,0.44,pass,no,10.12847564,no,
S1012,Pooja Das,15,female,9,private aided,general,urban,72.9,High,1.38,pass,no,10.73671914,no,
S1752,Manish Kumar,14,male,8,private unaided,general,rural,87.8,Low,0.51,fail,no,24.42022463,yes,Financial Issues
S1169,Maya Das,15,male,9,government,OBC,urban,78.2,High,0.85,pass,no,13.21240951,no,
S1060,Siddharth Kumar,15,male,9,private aided,general,urban,72,Medium,2.92,pass,no,12.37725152,no,
S0408,Riya Gupta,14,female,8,private unaided,general,rural,60,Medium,8.93,fail,no,29.68888137,yes,Early Marriage
S0944,Arjun Das,15,female,9,government,general,rural,80.1,Low,2.23,pass,no,17.54169629,no,
S1177,Sonal Patel,16,female,10,government,SC,urban,76.1,High,0.53,pass,no,8.590073161,no,
S1698,Aditya Singh,16,female,10,private aided,general,urban,97.7,Medium,1.43,pass,no,10.23085265,no,
S0903,Siddharth Reddy,14,male,8,private aided,OBC,rural,80.6,Medium,3.75,pass,no,10.68576676,no,
S1277,Sneha Das,14,female,8,private aided,general,urban,72.7,High,2.27,fail,no,21.049545,yes,Other
S1041,Maya Iyer,14,male,8,government,general,urban,73.4,Medium,0.13,fail,no,19.0117736,yes,Household Work
S1892,Aditya Joseph,15,female,9,private aided,OBC,rural,63.2,Medium,2.4,pass,yes,14.44622346,no,
S0095,Neha Joseph,15,male,9,private unaided,general,rural,78.5,Medium,0.02,pass,no,14.62774747,no,
S1546,Neha Gupta,15,male,9,government,general,urban,64.4,High,1.65,pass,no,11.97614454,no,
S1750,Divya Gupta,15,female,9,private unaided,general,urban,85.3,High,0.04,pass,yes,14.18113906,no,
S1189,Divya Reddy,16,male,10,private aided,OBC,urban,83,Low,1.4,pass,no,14.49323806,no,
S1460,Riya Kumar,14,female,8,government,ST,rural,96.1,Medium,6.89,pass,no,14.60863337,no,
S1203,Neha Naik,14,female,8,private unaided,general,urban,75.3,Low,1.7,pass,no,12.17548471,no,
S1475,Manish Iyer,14,male,8,private unaided,SC,rural,67.5,Low,1.85,fail,no,26.63615145,yes,Household Work
S1218,Manish Patel,14,male,8,government,SC,urban,55.3,High,0.96,pass,yes,14.01638685,no,
S0891,Manish Kumar,14,female,8,government,ST,urban,72.3,High,0.48,pass,no,6.764494595,no,
S1391,Priya Das,15,male,9,private aided,SC,urban,68,Medium,4.54,pass,no,18.87027414,yes,Household Work
S1792,Maya Reddy,15,female,9,private unaided,SC,urban,81.2,High,2.61,pass,yes,18.96571935,yes,Child Labour
S0488,Ananya Iyer,15,male,9,private unaided,OBC,urban,79.6,Low,0.4,fail,no,28.22175656,yes,Child Labour
S1042,Riya Reddy,15,female,9,private unaided,OBC,rural,75.9,High,1.75,pass,yes,15.61617845,no,
S1101,Sonal Joseph,16,male,10,private unaided,OBC,rural,78,High,3.05,pass,no,15.08688027,no,
S0612,Priya Das,16,female,10,private aided,general,rural,91.6,Medium,0.56,fail,no,20.77363693,yes,Early Marriage
S1390,Ishaan Naik,15,female,9,government,SC,urban,66.4,Low,1.4,pass,no,15.0336562,no,
S1501,Manish Sharma,14,male,8,government,SC,urban,67.1,Low,1.77,pass,yes,11.57883839,no,
S0953,Vikram Gupta,15,female,9,private unaided,SC,rural,90.6,Low,1.63,fail,no,28.00894537,yes,Lack of Interest
S1680,Karan Kumar,16,male,10,private aided,OBC,urban,74.2,Medium,0.85,pass,yes,11.64610975,no,
S0152,Priya Sharma,14,male,8,private aided,general,rural,86,Medium,5.36,fail,no,21.78122534,yes,Lack of Interest
S0377,Manish Das,16,male,10,private aided,OBC,urban,42.6,Medium,3.69,fail,no,45.08706234,yes,Household Work
S0365,Manish Naik,16,female,10,private aided,OBC,urban,63.1,High,6.28,pass,no,16.71718914,no,
S1476,Kavya Das,16,male,10,private unaided,general,urban,72.8,Medium,0.94,pass,no,12.443018,no,
S0831,Sneha Naik,14,male,8,private unaided,OBC,rural,79.8,Medium,6.81,pass,no,15.62105542,no,
S0076,Neha Singh,15,female,9,private aided,general,urban,58.2,Low,1.15,pass,yes,15.83448994,no,
S0429,Ishaan Gupta,16,male,10,private unaided,general,rural,78.1,Medium,3.67,pass,no,19.75611347,yes,Lack of Interest
S1827,Vikram Naik,16,male,10,government,OBC,urban,55,Medium,3.74,pass,yes,19.1211697,yes,Early Marriage
S0938,Vikram Kumar,16,female,10,government,OBC,urban,70.2,Medium,3.37,pass,yes,12.75686209,no,
S0774,Aarav Gupta,14,male,8,private unaided,general,urban,72.3,Medium,0.8,fail,no,22.83106615,yes,Health Issues
S1961,Anjali Das,15,male,9,private aided,ST,rural,70.7,Medium,1.63,pass,yes,15.41906278,no,
S1841,Anjali Gupta,14,female,8,government,general,rural,77.8,Medium,0.44,pass,no,7.391886338,no,
S0331,Vikram Das,16,male,10,private aided,SC,rural,85.5,Low,1.99,pass,no,13.31584447,no,
S0134,Maya Joseph,14,female,8,private unaided,OBC,urban,72.2,Medium,0.05,pass,no,14.50955062,no,
S0306,Anjali Reddy,14,male,8,private unaided,OBC,rural,84.1,Low,4.42,pass,no,17.0112193,no,
S0211,Neha Das,14,male,8,private aided,OBC,rural,74.8,Medium,0.23,pass,no,11.33952305,no,
S1838,Siddharth Iyer,15,male,9,government,general,urban,75.6,High,0.59,pass,no,11.52739705,no,
S1236,Sonal Patel,16,female,10,private aided,SC,rural,70.7,Medium,2.46,pass,no,11.98548351,no,
S0282,Karan Singh,16,female,10,private aided,OBC,urban,78.7,Medium,1.14,pass,no,12.13888447,no,
S1822,Ananya Naik,16,female,10,government,general,urban,97.9,Medium,0.29,pass,yes,12.50335094,no,
S1055,Riya Das,16,female,10,government,SC,urban,86.6,High,1.77,pass,no,13.08470711,no,
S0771,Karan Gupta,14,male,8,private unaided,OBC,rural,86.4,High,2.99,pass,no,11.81896152,no,
S1718,Sneha Naik,14,male,8,government,OBC,rural,72.5,High,11.15,pass,no,21.81581795,yes,Lack of Interest
S1540,Vikram Patel,14,female,8,private unaided,OBC,rural,68.9,Low,1.87,pass,no,19.88020416,yes,Household Work
S0007,Divya Kumar,15,male,9,government,OBC,urban,69.4,Low,0.3,pass,yes,16.49557349,no,
S1622,Sneha Gupta,14,female,8,private aided,general,rural,68,Medium,2.66,pass,yes,14.7488602,no,
S1941,Ananya Sharma,14,female,8,private unaided,ST,urban,73.7,Medium,0.27,pass,no,14.17372484,no,
S1166,Sneha Joseph,15,male,9,government,general,rural,64.6,Medium,0.43,pass,no,11.93159832,no,
S0286,Manish Sharma,16,male,10,private unaided,general,rural,57.9,Low,1.55,fail,yes,25.07938459,yes,Child Labour
S1683,Arjun Sharma,15,female,9,private aided,OBC,rural,81.5,High,6.88,pass,no,13.58238904,no,
S1503,Neha Naik,15,female,9,private unaided,SC,urban,77.1,Medium,0.59,pass,no,17.02270503,no,
S1398,Anjali Das,14,female,8,private unaided,general,urban,75.5,Low,3.8,fail,yes,27.93626565,yes,Lack of Interest
S0229,Karan Das,16,male,10,private aided,general,urban,64.2,Medium,3.63,pass,no,9.942844611,no,
S0605,Karan Reddy,16,male,10,private aided,SC,urban,77.7,High,0.87,pass,no,8.872346229,no,
S0432,Ananya Singh,14,female,8,government,OBC,urban,59.6,Low,0.07,fail,no,19.70780259,yes,Lack of Interest
S0005,Ishaan Joseph,14,male,8,private unaided,SC,rural,94,High,0.08,pass,no,10.57174389,no,
S0168,Manish Kumar,15,female,9,private aided,OBC,rural,70.4,Low,3.43,fail,yes,29.91434522,yes,Lack of Interest
S0295,Siddharth Kumar,14,male,8,private unaided,SC,urban,86.1,Medium,0.66,pass,yes,12.64611856,no,
S0630,Priya Joseph,15,female,9,private aided,OBC,rural,70.8,Low,5.33,pass,no,17.47818469,no,
S1630,Arjun Gupta,15,female,9,private unaided,general,urban,91.7,Low,0.28,pass,no,17.15302082,no,
S1291,Priya Kumar,15,male,9,private unaided,general,rural,66.9,Medium,14.46,pass,no,24.05874109,yes,Other
S0257,Ishaan Das,16,male,10,private unaided,OBC,rural,94.5,Low,7.93,fail,no,26.82027465,yes,Financial Issues
S1574,Ishaan Reddy,15,male,9,government,OBC,urban,80.8,Medium,2.4,pass,no,15.26145929,no,
S1793,Aditya Naik,16,female,10,private aided,ST,urban,61.8,Low,2.01,pass,no,14.10639539,no,
S0922,Maya Kumar,16,female,10,private aided,OBC,urban,94.5,Medium,3.15,pass,no,15.1681251,no,
